ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,2,HAY-051-1376,DEX2420F SWIMCLEAR/ PROGRID,BULKHEAD FITTING,EA,32.58,65.16,81307855,1,0,2,0.80,81,PRIORITY PICK,
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,2,HAY-051-8242,SX220Z2 SWIMCLEAR/ PROGRID,BULKHEAD ORING,EA,12.75,25.50,81307855,2,0,2,0.10,81,PRIORITY PICK,
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,2,SPG-601-6608,O-64-9 CONNECTOR,COLLAR ORING,EA,1.35,2.70,81307855,3,0,2,0.10,81,PRIORITY PICK,
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,2,SPG-56-2001,21063-200-000 2&quot;MPTx2&quot;S,HI-TEMP UNION W/ ORING,EA,16.05,32.10,81307855,5,0,2,1.10,81,PRIORITY PICK,
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,1,TCE-56-600,TA-S520,.5&quot;x520' TEFLON TAPE,EA,2.16,2.16,81307855,6,0,1,0.05,81,PRIORITY PICK,
81307855,81348945,JEREMIAH,INV,02/26/2025,02/26/2025,134.87,146.06,134.87,11.19,0.00,0.00,02/26/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/26/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,2.45,,P,0.00,No Preferred Carrier,1,ALA-60-1001,631,5OZ MAGIC LUBE,EA,7.25,7.25,81307855,7,0,1,0.30,81,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,1,SDI-25-1000,3/8 ATF 3/8&quot;MPT PLASTIC,AUTOFILL FLOAT VALVE,EA,9.37,9.37,SD027721,1,0,1,0.10,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,2,SPG-56-2001,21063-200-000 2&quot;MPTx2&quot;S,HI-TEMP UNION W/ ORING,EA,16.05,32.10,SD027721,2,0,2,1.10,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,2,SPG-56-0073,SP0301-20 2&quot; 48/CS,SCH40 PVC PIPE EXTENDER,EA,4.17,8.34,SD027721,3,0,2,0.30,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,1,IPS-60-728,13556 12/CS PT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,CAN,19.28,19.28,SD027721,4,0,1,1.20,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,SD027721,5,0,0,0.00,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,1,IPS-60-631,10209 12/CS QT,CLEAR PVC PRIMER,CAN,22.27,22.27,SD027721,6,0,1,2.08,644,PRIORITY PICK,
SD027721,SD025780,JEREMIAH,INV,02/25/2025,02/25/2025,91.36,98.94,91.36,7.58,0.00,0.00,02/25/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/25/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.78,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,SD027721,7,0,0,0.00,644,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,1,EZC-50-8101,47249210 E-Z CLOR GRANULAR,50# CLOR SAVE STABILIZER,PL,80.75,80.75,P5522441,1,0,1,53.50,537A,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,P5522441,2,0,0,0.00,537A,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,1,CTM-40-2502,25600-411-000,SMART SCOOP,EA,10.87,10.87,P5522441,3,0,1,0.30,537A,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,P5522441,4,0,1,42.60,537A,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,P5522441,5,0,0,0.00,537A,PRIORITY PICK,
P5522441,P5449696,SHAWN,INV,02/24/2025,02/24/2025,112.06,0.00,112.06,9.30,0.00,0.00,02/24/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/24/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,96.4,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,P5522441,6,0,0,0.00,537A,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,SD027535,1,0,1,54.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,SD027535,2,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,1,EZC-50-2550,47246250 E-Z CLOR,50# QUICK DISSOLVE DICHLOR,PL,201.72,201.72,SD027535,3,0,1,54.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,SD027535,4,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,SD027535,5,0,1,41.20,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,SD027535,6,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,SD027535,7,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,C,EVEN,,,0.00,0.00,SD027535,8,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,SD027535,9,0,1,42.60,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,SD027535,10,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,SD027535,11,0,0,0.00,644,PRIORITY PICK,
SD027535,SD025616,SANDRA,INV,02/21/2025,02/21/2025,405.20,0.00,405.20,33.63,0.00,0.00,02/21/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/21/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,191.8,,P,0.00,,0,C,EVEN,,,0.00,0.00,SD027535,12,0,0,0.00,644,PRIORITY PICK,
ND388779,ND318682,POOL TECH,INV,02/20/2025,02/20/2025,82.06,0.00,82.06,6.81,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,2.4,,P,0.00,,6,LAS-56-4079,429-015 25/BX 1.5&quot;S,SCH40 PVC COUPLING,EA,0.99,5.94,ND388779,1,0,6,0.90,512A,PRIORITY PICK,
ND388779,ND318682,POOL TECH,INV,02/20/2025,02/20/2025,82.06,0.00,82.06,6.81,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,2.4,,P,0.00,,1,JDY-56-4053,4715 12/CS 1.5&quot;-2&quot; 3-PORT,CPVC NEVERLUBE VALVE,EA,76.12,76.12,ND388779,2,0,1,1.50,512A,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,1,PSL-40-2108,PS508,2&quot;x25' BACKWASH HOSE,EA,15.10,15.10,DC246002,1,0,1,2.30,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC246002,2,0,1,54.00,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC246002,3,0,0,0.00,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,2,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,40.88,DC246002,4,0,2,85.20,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,DC246002,5,0,0,0.00,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC246002,6,0,0,0.00,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,2,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,56.08,DC246002,7,0,2,82.40,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,DC246002,8,0,0,0.00,214,PRIORITY PICK,
DC246002,DC202495,JERMIAH,INV,02/20/2025,02/20/2025,267.06,0.00,267.06,21.63,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,223.9,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,DC246002,9,0,0,0.00,214,PRIORITY PICK,
81307324,81348422,BLAKE,INV,02/20/2025,02/20/2025,84.12,0.00,84.12,6.98,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,123.6,,P,0.00,,3,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,84.12,81307324,1,0,3,123.60,81,PRIORITY PICK,
81307324,81348422,BLAKE,INV,02/20/2025,02/20/2025,84.12,0.00,84.12,6.98,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,123.6,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,81307324,2,0,0,0.00,81,PRIORITY PICK,
81307324,81348422,BLAKE,INV,02/20/2025,02/20/2025,84.12,0.00,84.12,6.98,0.00,0.00,02/20/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,02/20/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,123.6,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,81307324,3,0,0,0.00,81,PRIORITY PICK,
