ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
81305283,81346491,BLAKE,INV,1/30/25,1/30/25,259.56,0,259.56,21.54,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,220.2,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,81305283,4,0,1,42.6,81,PRIORITY PICK,
81305283,81346491,BLAKE,INV,1/30/25,1/30/25,259.56,0,259.56,21.54,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,220.2,,P,0,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0,0,81305283,5,0,0,0,81,PRIORITY PICK,
81305283,81346491,BLAKE,INV,1/30/25,1/30/25,259.56,0,259.56,21.54,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,220.2,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,81305283,6,0,0,0,81,PRIORITY PICK,
81305283,81346491,BLAKE,INV,1/30/25,1/30/25,259.56,0,259.56,21.54,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,220.2,,P,0,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155,155,81305283,7,0,1,54,81,PRIORITY PICK,
81305283,81346491,BLAKE,INV,1/30/25,1/30/25,259.56,0,259.56,21.54,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,220.2,,P,0,,0,CP,MSDS Sheet 01,Rev#001 Date:06/16/00 Bin:   ,,0,0,81305283,8,0,0,0,81,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,P5520015,1,0,1,41.2,537A,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0,0,P5520015,2,0,0,0,537A,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,0,CP,MSDS Sheet 8A,Rev#  1 Date:         Bin:   ,,0,0,P5520015,3,0,0,0,537A,PRIORITY PICK,
P5520015,P5447715,SANDY,INV,1/30/25,1/30/25,29.04,0,29.04,2.33,0,0,1/30/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/30/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,41.6,,P,0,,1,HAS-50-126,BT GAL,BOTTLE DEPOSIT,EA,1,1,P5520015,5,0,1,0.4,537A,PRIORITY PICK,
81305141,81346365,JEREMIAH,INV,1/29/25,1/29/25,177.26,0,177.26,14.71,0,0,1/29/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/29/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,1.3,,P,0,,1,PVN-201-1105,PVGXH808KIT 4X LOWER BODY,CONVERSION KIT,EA,177.26,177.26,81305141,1,0,1,1.3,81,PRIORITY PICK,
P5519824,P5447567,JEREMIAH,INV,1/28/25,1/28/25,109.28,118.35,109.28,9.07,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,1.95,,P,0,No Preferred Carrier,1,SPG-57-1001,WPLT05-63-SP .5&quot;x6' NM,#12 SOLID 3-WIRE WHIP KIT,EA,21.24,21.24,P5519824,1,0,1,1.6,537A,PRIORITY PICK,
P5519824,P5447567,JEREMIAH,INV,1/28/25,1/28/25,109.28,118.35,109.28,9.07,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,1.95,,P,0,No Preferred Carrier,1,COM-30-6326,520106 3HP INTELLITOUCH,RELAY,EA,88.04,88.04,P5519824,2,0,1,0.35,537A,PRIORITY PICK,
P5519738,P5447497,SANDY,INV,1/28/25,1/28/25,120.8,130.83,120.8,10.03,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,3.5,,P,0,No Preferred Carrier,1,SKM-40-1003,6317 6'-17' 3PC ,SNAP BUTTON LOCK TELEPOLE,EA,120.8,120.8,P5519738,1,0,1,3.5,537A,PRIORITY PICK,
DC244377,DC201208,JAMIE,INV,1/28/25,1/28/25,7.25,7.84,7.25,0.59,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.3,,P,0,No Preferred Carrier,1,ALA-60-1001,631,5OZ MAGIC LUBE,EA,7.25,7.25,DC244377,1,0,1,0.3,214,PRIORITY PICK,
DC244376,DC201207,JAMIE,INV,1/28/25,1/28/25,96.88,104.73,96.88,7.85,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,3.82,,P,0,No Preferred Carrier,1,SDC-201-0001,SW-10-530,HEAVY DUTY LEAF CANISTER,EA,77.45,77.45,DC244376,2,0,1,3.5,214,PRIORITY PICK,
DC244376,DC201207,JAMIE,INV,1/28/25,1/28/25,96.88,104.73,96.88,7.85,0,0,1/28/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/28/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,3.82,,P,0,No Preferred Carrier,1,PAC-101-7230,355667Z SUPERFLO/ OPTIFLO/,PINNACLE STRAINER BASKET,EA,19.43,19.43,DC244376,3,0,1,0.32,214,PRIORITY PICK,
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,12,AAA-06-200,AAA-200 50# #20 SAND,POOL FILTER SAND,EA,8.97,107.64,P5519670,1,0,12,612,537A,PRIORITY PICK,
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,1,AOS-60-5060,SQ1152 1.5HP 230V EE 48Y,ODP SQFL MOTOR,EA,283.02,283.02,P5519670,2,0,1,29.25,537A,PRIORITY PICK,13324THAL0001303
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,1,PUR-101-6198,356198 WHISPERFLO/ INTELLIFLO,CHEM/SALT/O3 RESIST SEAL SET,EA,30.31,30.31,P5519670,3,0,1,0.5,537A,PRIORITY PICK,
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,1,PAC-051-2821,154856Z 8.5&quot; TRITON II BUTTRESS,THREAD CLOSURE KIT,EA,220.87,220.87,P5519670,4,0,1,3.08,537A,PRIORITY PICK,
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,1,SPG-051-0131,FC-9540 8/BX 48SQF,UNIVERSAL DE GRID SET,BOX,176.96,176.96,P5519670,5,0,1,19.05,537A,PRIORITY PICK,
P5519670,P5447442,JEREMIAH,INV,1/27/25,1/27/25,818.8,0,818.8,67.96,0,0,1/27/25,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,1/27/25,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,16,663.88,,P,0,,0,CN,&quot;COMPLETE SET OF GRIDS&quot;,,,0,0,P5519670,6,0,0,0,537A,PRIORITY PICK,
