ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
ND392214,ND321584,Shawn,INV,03/12/2025,03/12/2025,223.92,242.51,223.92,18.59,0.00,0.00,03/12/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/12/2025,PRIORITY PICK,12 - CTR: CHECK OK,4,180.4,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,ND392214,7,0,0,0.00,512A,PRIORITY PICK,
ND392214,ND321584,Shawn,INV,03/12/2025,03/12/2025,223.92,242.51,223.92,18.59,0.00,0.00,03/12/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/12/2025,PRIORITY PICK,12 - CTR: CHECK OK,4,180.4,,P,0.00,No Preferred Carrier,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,ND392214,8,0,0,0.00,512A,PRIORITY PICK,
SD028924,SD026828,JAMIE,INV,03/11/2025,03/11/2025,294.79,0.00,294.79,24.47,0.00,0.00,03/11/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,4.05,,P,0.00,,1,TAY-45-1002,R-0001-C 12/BX,2OZ #1 DPD REAGENT,EA,12.04,12.04,SD028924,1,0,1,0.15,644,PRIORITY PICK,
SD028924,SD026828,JAMIE,INV,03/11/2025,03/11/2025,294.79,0.00,294.79,24.47,0.00,0.00,03/11/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,4.05,,P,0.00,,1,HAY-101-3203,SPX3200M,TRISTAR STRAINER BASKET,EA,22.74,22.74,SD028924,2,0,1,1.00,644,PRIORITY PICK,
SD028924,SD026828,JAMIE,INV,03/11/2025,03/11/2025,294.79,0.00,294.79,24.47,0.00,0.00,03/11/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,4.05,,P,0.00,,0,C,up front,,,0.00,0.00,SD028924,6,0,0,0.00,644,PRIORITY PICK,
SD028924,SD026828,JAMIE,INV,03/11/2025,03/11/2025,294.79,0.00,294.79,24.47,0.00,0.00,03/11/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,4.05,,P,0.00,,1,SKM-40-2735,CL615L 5.5'-15' CARBONLITE,POLE EZ SHIP W/ LEVER LOCK,EA,260.01,260.01,SD028924,5,0,1,2.90,644,PRIORITY PICK,
SD028923,SD026827,JAMIE,INV,03/11/2025,03/11/2025,-26.48,-28.68,-26.48,-2.20,0.00,0.00,04/10/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,14 - COD: CASH ONLY,-1,-0.9,,O,-28.68,No Preferred Carrier,-1,HAY-251-1895,SPX1070C10 TAN SP1070,SKIMMER LID,EA,26.48,-26.48,SD028923,2,0,-1,-0.90,644,PRIORITY PICK,
SD028921,SD026826,JEREMY,INV,03/11/2025,03/11/2025,-3.05,-3.30,-3.05,-0.25,0.00,0.00,04/10/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/11/2025,PRIORITY PICK,14 - COD: CASH ONLY,-1,-0.05,,O,-3.30,No Preferred Carrier,-1,SPG-601-5516,O-318-9 WFE/ 700/ CHALLENGER/,LID ORING (AFTER 11/1998),EA,3.05,-3.05,SD028921,1,0,-1,-0.05,644,PRIORITY PICK,
P5523895,P5450915,,INV,03/07/2025,03/07/2025,2.44,2.64,2.44,0.20,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.05,,P,0.00,No Preferred Carrier,1,TCE-56-601,TA-SW520,.75&quot;x520' TEFLON TAPE,EA,2.44,2.44,P5523895,1,0,1,0.05,537A,PRIORITY PICK,
DC247038,DC203314,PHIL,INV,03/07/2025,03/07/2025,28.04,0.00,28.04,2.27,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,DC247038,1,0,1,41.20,214,PRIORITY PICK,
DC247038,DC203314,PHIL,INV,03/07/2025,03/07/2025,28.04,0.00,28.04,2.27,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,DC247038,2,0,0,0.00,214,PRIORITY PICK,
DC247038,DC203314,PHIL,INV,03/07/2025,03/07/2025,28.04,0.00,28.04,2.27,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,DC247038,3,0,0,0.00,214,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,P5523883,1,0,1,41.20,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,P5523883,2,0,0,0.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,P5523883,3,0,0,0.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,2,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,40.88,P5523883,4,0,2,85.20,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,P5523883,5,0,0,0.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,P5523883,6,0,0,0.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,P5523883,7,0,1,54.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,P5523883,8,0,0,0.00,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,-4,HAS-50-132,SHELL,DEPOSIT SHELL/ CHEMICAL CASE,EA,6.00,-24.00,P5523883,9,0,-4,-11.40,537A,PRIORITY PICK,
P5523883,P5450909,JENNY,INV,03/07/2025,03/07/2025,183.92,0.00,183.92,18.59,0.00,0.00,03/07/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/07/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-16,162.6,,P,0.00,,-16,HAS-50-126,BT GAL,BOTTLE DEPOSIT,EA,1.00,-16.00,P5523883,10,0,-16,-6.40,537A,PRIORITY PICK,
DC246977,DC203262,JAMIE,INV,03/06/2025,03/06/2025,75.92,0.00,75.92,6.15,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,408,,P,0.00,,8,AAA-06-200,AAA-200 50# #20 SAND,POOL FILTER SAND,EA,9.49,75.92,DC246977,1,0,8,408.00,214,PRIORITY PICK,
P5523746,P5450802,SANDRA,INV,03/06/2025,03/06/2025,183.04,0.00,183.04,15.19,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,P5523746,1,0,1,54.00,537A,PRIORITY PICK,
P5523746,P5450802,SANDRA,INV,03/06/2025,03/06/2025,183.04,0.00,183.04,15.19,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,P5523746,2,0,0,0.00,537A,PRIORITY PICK,
P5523746,P5450802,SANDRA,INV,03/06/2025,03/06/2025,183.04,0.00,183.04,15.19,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,P5523746,3,0,1,41.20,537A,PRIORITY PICK,
P5523746,P5450802,SANDRA,INV,03/06/2025,03/06/2025,183.04,0.00,183.04,15.19,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,P5523746,4,0,0,0.00,537A,PRIORITY PICK,
P5523746,P5450802,SANDRA,INV,03/06/2025,03/06/2025,183.04,0.00,183.04,15.19,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,P5523746,5,0,0,0.00,537A,PRIORITY PICK,
81308750,81349811,,INV,03/06/2025,03/06/2025,-91.33,-98.91,-91.33,-7.58,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,-1,-4.05,,P,0.00,No Preferred Carrier,-1,RAI-40-2083,R211100 VAC-MATE,VACUUM / SKIMMER,EA,91.33,-91.33,81308750,2,0,-1,-4.05,81,PRIORITY PICK,
81308748,81349809,BLAKE,INV,03/06/2025,03/06/2025,161.95,0.00,161.95,13.44,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,57.26,,P,0.00,,1,EZC-50-7003,47247510 12/CS 672/PLT EZ CLOR,2.5# PH DOWN JAR,JAR,6.95,6.95,81308748,1,0,1,3.26,81,PRIORITY PICK,
81308748,81349809,BLAKE,INV,03/06/2025,03/06/2025,161.95,0.00,161.95,13.44,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,57.26,,P,0.00,,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,81308748,2,0,0,0.00,81,PRIORITY PICK,
81308748,81349809,BLAKE,INV,03/06/2025,03/06/2025,161.95,0.00,161.95,13.44,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,57.26,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,81308748,3,0,1,54.00,81,PRIORITY PICK,
81308748,81349809,BLAKE,INV,03/06/2025,03/06/2025,161.95,0.00,161.95,13.44,0.00,0.00,03/06/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/06/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,57.26,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,81308748,4,0,0,0.00,81,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,2,CTM-251-0503,27182-009-000 HEAVY DUTY U-3,SKIMMER BASKET,EA,23.46,46.92,P9258337,1,0,2,2.00,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,BOS-60-3007,142325 12/CS 5.3OZ,820 POOL & SPA SILICONE LUBE,CYL,16.29,16.29,P9258337,2,0,1,0.35,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 38,"Rev#    Date:02/28/12 Bin:   ",,0.00,0.00,P9258337,3,0,0,0.00,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,PSL-40-0354,PS962 24&quot; PROFESSIONAL SERIES,COMBO BRISTLE WALL BRUSH,EA,66.12,66.12,P9258337,4,0,1,1.35,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SKM-40-1003,"6317 6'-17' 3PC ",SNAP BUTTON LOCK TELEPOLE,EA,120.80,120.80,P9258337,5,0,1,3.50,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,TKP-60-1000,TKCB 6/CS,TOOL CADDY,EA,75.61,75.61,P9258337,8,0,1,4.60,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,STA-051-2705,35505-1423Z SYSTEM:3 AIR RELIEF,NIPPLE ORING,EA,2.79,2.79,P9258337,10,0,1,0.05,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SPG-251-2002,925 8&quot; SPRING LOADED,SKIMMER WEIR,EA,9.54,9.54,P9258337,11,0,1,0.45,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SPG-251-2007,936 7-13/16&quot; SPRING LOADED,SKIMMER WEIR,EA,9.54,9.54,P9258337,12,0,1,0.45,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SPG-251-2009,938 8-3/8&quot; SPRING LOADED,SKIMMER WEIR,EA,9.61,9.61,P9258337,13,0,1,0.45,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SPG-06-1004,80860BU 2&quot; 0-60PSI 0.25&quot; BACK,MOUNT STEEL PRESSURE GAUGE,EA,5.73,5.73,P9258337,16,0,1,0.20,541A,PRIORITY PICK,
P9258337,P9197662,ALEX,INV,03/05/2025,03/05/2025,730.82,791.48,730.82,60.66,0.00,0.00,03/05/2025,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,03/05/2025,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,23,343.7,,P,0.00,No Preferred Carrier,1,SPG-06-1005,83060BU 2&quot; 0-60PSI 0.25&quot; BTM,MOUNT STEEL PRESSURE GAUGE,EA,5.38,5.38,P9258337,17,0,1,0.20,541A,PRIORITY PICK,
