ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
DC239514,DC197230,,INV,10/30/2024,10/30/2024,284.19,0.00,284.19,23.02,0.00,0.00,10/30/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/30/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,108,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC239514,6,0,0,0.00,214,PRIORITY PICK,
DC239514,DC197230,,INV,10/30/2024,10/30/2024,284.19,0.00,284.19,23.02,0.00,0.00,10/30/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/30/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,108,,P,0.00,,1,TAY-45-1002,R-0001-C 12/BX,2OZ #1 DPD REAGENT,EA,11.54,11.54,DC239514,7,0,1,0.15,214,PRIORITY PICK,
DC239514,DC197230,,INV,10/30/2024,10/30/2024,284.19,0.00,284.19,23.02,0.00,0.00,10/30/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/30/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,108,,P,0.00,,1,TAY-45-1003,R-0002-C 12/BX,2OZ #2 DPD REAGENT,EA,11.57,11.57,DC239514,8,0,1,0.15,214,PRIORITY PICK,
DC239514,DC197230,,INV,10/30/2024,10/30/2024,284.19,0.00,284.19,23.02,0.00,0.00,10/30/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/30/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,108,,P,0.00,,1,TAY-45-1019,R-0004-C 12/BX,2OZ PH INDICATOR SOLUTION,EA,6.50,6.50,DC239514,9,0,1,0.15,214,PRIORITY PICK,
P5511961,P5441191,SUSAN,INV,10/29/2024,10/29/2024,95.61,103.07,95.61,7.46,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.8,,P,0.00,No Preferred Carrier,1,PSL-40-0954,PS302 DELUXE SERIES 14&quot;,FLEX VAC HEAD W/ METAL HANDLE,EA,47.31,47.31,P5511961,1,0,1,3.50,537A,PRIORITY PICK,
P5511961,P5441191,SUSAN,INV,10/29/2024,10/29/2024,95.61,103.07,95.61,7.46,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.8,,P,0.00,No Preferred Carrier,0,CP,"Order for  ",,,0.00,0.00,P5511961,2,0,0,0.00,537A,PRIORITY PICK,
P5511961,P5441191,SUSAN,INV,10/29/2024,10/29/2024,95.61,103.07,95.61,7.46,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.8,,P,0.00,No Preferred Carrier,2,AQC-47-1032,551236 6/CS 100CT SILVER,7-WAY TEST STRIP,EA,24.15,48.30,P5511961,3,0,2,0.30,537A,PRIORITY PICK,
DC239444,DC197176,BLAKE,INV,10/29/2024,10/29/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1002,R-0001-C 12/BX,2OZ #1 DPD REAGENT,EA,11.54,11.54,DC239444,1,0,1,0.15,214,PRIORITY PICK,
DC239444,DC197176,BLAKE,INV,10/29/2024,10/29/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1003,R-0002-C 12/BX,2OZ #2 DPD REAGENT,EA,11.57,11.57,DC239444,2,0,1,0.15,214,PRIORITY PICK,
DC239444,DC197176,BLAKE,INV,10/29/2024,10/29/2024,29.61,32.01,29.61,2.40,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,0.45,,P,0.00,No Preferred Carrier,1,TAY-45-1019,R-0004-C 12/BX,2OZ PH INDICATOR SOLUTION,EA,6.50,6.50,DC239444,3,0,1,0.15,214,PRIORITY PICK,
DC239441,DC197173,,INV,10/29/2024,10/29/2024,36.01,0.00,36.01,2.92,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,6.1,,P,0.00,,1,HAY-051-1378,DEX2420Z8A PROGRID,ORING KIT,EA,30.39,30.39,DC239441,2,0,1,0.10,214,PRIORITY PICK,
DC239441,DC197173,,INV,10/29/2024,10/29/2024,36.01,0.00,36.01,2.92,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,6.1,,P,0.00,,1,AAA-06-243,CELAPOOL 132/PLT,6# DE POWDER,BAG,5.62,5.62,DC239441,3,0,1,6.00,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,DC239412,1,0,1,41.20,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,DC239412,2,0,0,0.00,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,4,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,81.76,DC239412,3,0,4,170.40,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,DC239412,4,0,0,0.00,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC239412,5,0,1,54.00,214,PRIORITY PICK,
DC239412,DC197146,JAMIE,INV,10/29/2024,10/29/2024,264.80,0.00,264.80,21.45,0.00,0.00,10/29/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/29/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,265.6,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC239412,6,0,0,0.00,214,PRIORITY PICK,
ND371838,ND304037,SHAWN,INV,10/28/2024,10/28/2024,98.39,106.56,98.39,8.17,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,2.35,,P,0.00,No Preferred Carrier,2,LAS-56-4206,437-292 10/BX 2.5&quot;SPGx2&quot;S,SCH40 PVC REDUCER BUSHING,EA,3.27,6.54,ND371838,2,0,2,0.40,512A,PRIORITY PICK,
ND371838,ND304037,SHAWN,INV,10/28/2024,10/28/2024,98.39,106.56,98.39,8.17,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,2.35,,P,0.00,No Preferred Carrier,1,IPS-60-728,13556 12/CS PT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,CAN,19.28,19.28,ND371838,3,0,1,1.20,512A,PRIORITY PICK,
ND371838,ND304037,SHAWN,INV,10/28/2024,10/28/2024,98.39,106.56,98.39,8.17,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,2.35,,P,0.00,No Preferred Carrier,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,ND371838,4,0,0,0.00,512A,PRIORITY PICK,
ND371838,ND304037,SHAWN,INV,10/28/2024,10/28/2024,98.39,106.56,98.39,8.17,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,2.35,,P,0.00,No Preferred Carrier,1,AMP-101-1102,351157 1.5&quot;S/2&quot;SPG SUPERFLO,SUPERMAX PUMP UNION KIT,EA,72.57,72.57,ND371838,5,0,1,0.75,512A,PRIORITY PICK,
ND371759,ND303964,SHAWN,INV,10/28/2024,10/28/2024,1118.42,0.00,1118.42,92.83,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,48,,P,0.00,,1,PUR-10-3105,011065 1.5HP 115/208-230V,"INTELLIFLO3 VSF ",EA,1118.42,1118.42,ND371759,1,0,1,48.00,512A,PRIORITY PICK,0332219240330W
ND371759,ND303964,SHAWN,INV,10/28/2024,10/28/2024,1118.42,0.00,1118.42,92.83,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,48,,P,0.00,,0,C,BAY 2,,,0.00,0.00,ND371759,2,0,0,0.00,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,1,IPS-60-631,10209 12/CS QT,CLEAR PVC PRIMER,CAN,21.65,21.65,ND371643,1,0,1,2.08,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,ND371643,2,0,0,0.00,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,1,IPS-60-728,13556 12/CS PT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,CAN,19.28,19.28,ND371643,3,0,1,1.20,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,ND371643,4,0,0,0.00,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,1,PAC-05-506,160301 420SQF CLEAN & CLEAR,PLUS CARTRIDGE FILTER,EA,1089.75,1089.75,ND371643,5,0,1,75.00,512A,PRIORITY PICK,0196169240053V
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,0,C,BAY 2,,,0.00,0.00,ND371643,6,0,0,0.00,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,4,LAS-56-4063,406-020 25/BX 2&quot;S,SCH40 PVC 90^ ELL,EA,2.32,9.28,ND371643,7,0,4,2.00,512A,PRIORITY PICK,
ND371643,ND303869,JEREMIAH,INV,10/28/2024,10/28/2024,1146.40,0.00,1146.40,95.15,0.00,0.00,10/28/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/28/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,11,81.08,,P,0.00,,4,LAS-56-4080,429-020 25/BX 2&quot;S,SCH40 PVC COUPLING,EA,1.61,6.44,ND371643,8,0,4,0.80,512A,PRIORITY PICK,
