ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
ND379725,ND310928,SHAWN,INV,12/19/2024,12/19/2024,2281.19,0.00,2281.19,189.34,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,98.4,,P,0.00,,1,IPS-60-727,13555 12/CS QT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,CAN,29.35,29.35,ND379725,3,0,1,2.20,512A,PRIORITY PICK,
ND379725,ND310928,SHAWN,INV,12/19/2024,12/19/2024,2281.19,0.00,2281.19,189.34,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,98.4,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,ND379725,4,0,0,0.00,512A,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,PSL-40-2108,PS508,2&quot;x25' BACKWASH HOSE,EA,15.10,15.10,DC242455,1,0,1,2.30,214,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,SPG-101-2725,12725 50MFD 370V,ROUND RUN CAPACITOR,EA,33.48,33.48,DC242455,2,0,1,0.40,214,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,PAC-051-0312,154689Z,AIR RELIEF TEE VALVE,EA,24.25,24.25,DC242455,3,0,1,0.50,214,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,SPG-601-1255,O-512KIT-9 2&quot; HAYWARD,SLIDE VALVE ORING KIT,EA,3.96,3.96,DC242455,4,0,1,0.05,214,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,SPG-06-2002,80960BUCF 2&quot; 0-60PSI 0.25&quot;,BACK MOUNT PLST PRESSURE GAUGE,EA,8.71,8.71,DC242455,5,0,1,0.20,214,PRIORITY PICK,
DC242455,DC199709,,INV,12/19/2024,12/19/2024,87.94,95.06,87.94,7.12,0.00,0.00,12/19/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/19/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,6,3.5,,P,0.00,No Preferred Carrier,1,TCE-56-601,TA-SW520,.75&quot;x520' TEFLON TAPE,EA,2.44,2.44,DC242455,6,0,1,0.05,214,PRIORITY PICK,
ND379609,ND310821,JENNY,INV,12/18/2024,12/18/2024,28.04,0.00,28.04,2.33,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,ND379609,1,0,1,41.20,512A,PRIORITY PICK,
ND379609,ND310821,JENNY,INV,12/18/2024,12/18/2024,28.04,0.00,28.04,2.33,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,ND379609,2,0,0,0.00,512A,PRIORITY PICK,
ND379609,ND310821,JENNY,INV,12/18/2024,12/18/2024,28.04,0.00,28.04,2.33,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,41.2,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,ND379609,3,0,0,0.00,512A,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,1,SDC-201-0003,SW-61-143 HAYWARD STYLE,CLEANER TIRES W/HUMPS,EA,18.00,18.00,DC242406,1,0,1,0.63,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,1,PVN-201-1121,PVX280PK2 WHITE 2/PK,UNIVERSAL POOL CLEANER FLOAT,EA,22.01,22.01,DC242406,2,0,1,0.25,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,2,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,56.08,DC242406,3,0,2,82.40,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,0,CN,*DEPOSIT REQUIRED! ADD DEPOSIT,SKU ON SEPARATE LINE,,0.00,0.00,DC242406,4,0,0,0.00,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,0,CP,MSDS Sheet 8A,"Rev#  1 Date:         Bin:   ",,0.00,0.00,DC242406,5,0,0,0.00,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,DC242406,6,0,1,54.00,214,PRIORITY PICK,
DC242406,DC199671,BLAKE,INV,12/18/2024,12/18/2024,251.09,0.00,251.09,20.34,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,137.28,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC242406,7,0,0,0.00,214,PRIORITY PICK,
SD023334,SD021868,SANDY,INV,12/17/2024,12/17/2024,374.32,0.00,374.32,31.07,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,18.17,,P,0.00,,1,BAR-20-291,MX6EL MX6 ELITE IG SUCTION,SIDE POOL CLEANER,EA,374.32,374.32,SD023334,1,0,1,18.17,644,PRIORITY PICK,CGCA01013011241677
P5516356,P5444803,SANDY,INV,12/17/2024,12/17/2024,127.70,137.66,127.70,9.96,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,3.25,,P,0.00,No Preferred Carrier,1,SPG-601-0199,B-199 WHISPERFLO,STRAINER BASKET,EA,14.42,14.42,P5516356,1,0,1,0.20,537A,PRIORITY PICK,
P5516356,P5444803,SANDY,INV,12/17/2024,12/17/2024,127.70,137.66,127.70,9.96,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,3.25,,P,0.00,No Preferred Carrier,6,SPG-251-2009,938 8-3/8&quot; SPRING LOADED,SKIMMER WEIR,EA,9.61,57.66,P5516356,2,0,6,2.70,537A,PRIORITY PICK,
P5516356,P5444803,SANDY,INV,12/17/2024,12/17/2024,127.70,137.66,127.70,9.96,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,3.25,,P,0.00,No Preferred Carrier,1,INT-30-660,156T1978A T100 SERIES,ON/OFF TRIPPER SET,EA,7.32,7.32,P5516356,3,0,1,0.05,537A,PRIORITY PICK,
P5516356,P5444803,SANDY,INV,12/17/2024,12/17/2024,127.70,137.66,127.70,9.96,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,10,3.25,,P,0.00,No Preferred Carrier,2,AQC-47-1032,551236 6/CS 100CT SILVER,7-WAY TEST STRIP,EA,24.15,48.30,P5516356,4,0,2,0.30,537A,PRIORITY PICK,
81301698,81343158,JEREMIAH,INV,12/17/2024,12/17/2024,16.38,17.66,16.38,1.28,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,0.5,,P,0.00,No Preferred Carrier,2,SPG-56-0068,SP0303-20F 2&quot;x2&quot;S,FITTING EXTENDER,EA,8.19,16.38,81301698,1,0,2,0.50,81,PRIORITY PICK,
81301694,81343153,,INV,12/17/2024,12/17/2024,7.45,8.03,7.45,0.58,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.5,,P,0.00,No Preferred Carrier,1,SPE-56-0031,429-292 10/BX 2.5&quot;Sx2&quot;S,SCH40 PVC REDUCER COUPLING,EA,7.45,7.45,81301694,1,0,1,0.50,81,PRIORITY PICK,
DC242293,DC199580,,INV,12/17/2024,12/17/2024,18.38,19.87,18.38,1.49,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,1,,P,0.00,No Preferred Carrier,1,ATM-60-5081,530318 40/CS 14OZ 2-PART WHITE,POOL EPOXY PUTTY,CYL,18.38,18.38,DC242293,1,0,1,1.00,214,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,2,SPE-56-0031,429-292 10/BX 2.5&quot;Sx2&quot;S,SCH40 PVC REDUCER COUPLING,EA,7.45,14.90,81301679,1,0,2,1.00,81,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,2,JDY-56-4084,7305 12/CS 2&quot;-2.5&quot; STRAIGHT,CPVC CHECK VALVE,EA,67.50,135.00,81301679,2,0,2,3.25,81,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,1,PAC-06-3064,263064 2&quot;S PVC,SLIDE VALVE,EA,113.97,113.97,81301679,3,0,1,4.75,81,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,2,LAS-56-4080,429-020 25/BX 2&quot;S,SCH40 PVC COUPLING,EA,1.68,3.36,81301679,4,0,2,0.40,81,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,1,IPS-60-727,13555 12/CS QT 744 CLEAR,POOL MEDIUM MB PVC CEMENT,CAN,29.35,29.35,81301679,5,0,1,2.20,81,PRIORITY PICK,
81301679,81343145,JEREMIAH,INV,12/17/2024,12/17/2024,296.58,0.00,296.58,23.13,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,11.6,,P,0.00,,0,CP,MSDS Sheet 174,"Rev#    Date:05/03/11 Bin:   ",,0.00,0.00,81301679,6,0,0,0.00,81,PRIORITY PICK,
DC242271,DC199560,JAMIE,INV,12/17/2024,12/17/2024,25.29,27.34,25.29,2.05,0.00,0.00,12/17/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/17/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.2,,P,0.00,No Preferred Carrier,1,SPG-201-1059,25505-001-000 1.5&quot;MPT GRY,VAC LOCK SAFETY FITTING,EA,25.29,25.29,DC242271,1,0,1,0.20,214,PRIORITY PICK,
DC242176,DC199475,SHAWN,INV,12/13/2024,12/13/2024,16.38,17.71,16.38,1.33,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,0.2,,P,0.00,No Preferred Carrier,1,SDI-25-1000,3/8 ATF 3/8&quot;MPT PLASTIC,AUTOFILL FLOAT VALVE,EA,9.10,9.10,DC242176,1,0,1,0.10,214,PRIORITY PICK,
DC242176,DC199475,SHAWN,INV,12/13/2024,12/13/2024,16.38,17.71,16.38,1.33,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,0.2,,P,0.00,No Preferred Carrier,1,LAC-56-4300,11775 6/BX,PLASTO JOINT STICK,EA,7.28,7.28,DC242176,2,0,1,0.10,214,PRIORITY PICK,
DC242169,DC199469,,INV,12/13/2024,12/13/2024,67.87,0.00,67.87,5.50,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.85,,P,0.00,,5,AAA-56-4105,SCH40  2&quot;,PVC PIPE SCH40 2&quot; PER FT,FT,1.99,9.95,DC242169,1,0,5,3.50,214,PRIORITY PICK,
DC242169,DC199469,,INV,12/13/2024,12/13/2024,67.87,0.00,67.87,5.50,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.85,,P,0.00,,1,TLD-101-2046,R0327301 FHPM,TAILPIECE & UNION NUT KIT,EA,41.87,41.87,DC242169,2,0,1,0.80,214,PRIORITY PICK,
DC242169,DC199469,,INV,12/13/2024,12/13/2024,67.87,0.00,67.87,5.50,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,4.85,,P,0.00,,1,SPG-56-2001,21063-200-000 2&quot;MPTx2&quot;S,HI-TEMP UNION W/ ORING,EA,16.05,16.05,DC242169,3,0,1,0.55,214,PRIORITY PICK,
P5516091,P5444590,JENNY,INV,12/13/2024,12/13/2024,169.44,0.00,169.44,13.68,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,93.75,,P,0.00,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155.00,155.00,P5516091,1,0,1,54.00,537A,PRIORITY PICK,
P5516091,P5444590,JENNY,INV,12/13/2024,12/13/2024,169.44,0.00,169.44,13.68,0.00,0.00,12/13/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,12/13/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,93.75,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,P5516091,2,0,0,0.00,537A,PRIORITY PICK,
