ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
DC240958,DC198474,JEREMIAH,INV,11/21/2024,11/21/2024,254.80,0.00,254.80,20.64,0.00,0.00,11/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,180.85,,P,0.00,,0,CP,MSDS Sheet 01,"Rev#001 Date:06/16/00 Bin:   ",,0.00,0.00,DC240958,6,0,0,0.00,214,PRIORITY PICK,
DC240958,DC198474,JEREMIAH,INV,11/21/2024,11/21/2024,254.80,0.00,254.80,20.64,0.00,0.00,11/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,180.85,,P,0.00,,1,TAY-45-1019,R-0004-C 12/BX,2OZ PH INDICATOR SOLUTION,EA,6.78,6.78,DC240958,7,0,1,0.15,214,PRIORITY PICK,
DC240958,DC198474,JEREMIAH,INV,11/21/2024,11/21/2024,254.80,0.00,254.80,20.64,0.00,0.00,11/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,180.85,,P,0.00,,1,TAY-45-1003,R-0002-C 12/BX,2OZ #2 DPD REAGENT,EA,12.06,12.06,DC240958,8,0,1,0.15,214,PRIORITY PICK,
DC240958,DC198474,JEREMIAH,INV,11/21/2024,11/21/2024,254.80,0.00,254.80,20.64,0.00,0.00,11/21/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/21/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,7,180.85,,P,0.00,,1,TAY-45-1002,R-0001-C 12/BX,2OZ #1 DPD REAGENT,EA,12.04,12.04,DC240958,9,0,1,0.15,214,PRIORITY PICK,
DC240717,DC198273,,INV,11/18/2024,11/18/2024,8.40,9.08,8.40,0.68,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,10 - CTR: CASH ONLY,2,0.07,,P,0.00,No Preferred Carrier,1,SPG-601-1193,O-421-9 CHALLENGER,DIFFUSER ORING,EA,1.68,1.68,DC240717,1,0,1,0.05,214,PRIORITY PICK,
DC240717,DC198273,,INV,11/18/2024,11/18/2024,8.40,9.08,8.40,0.68,0.00,0.00,12/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,10 - CTR: CASH ONLY,2,0.07,,P,0.00,No Preferred Carrier,1,SPG-601-1191,O-419-9 CHALLENGER,SEAL PLATE ORING,EA,6.72,6.72,DC240717,2,0,1,0.02,214,PRIORITY PICK,
DC240704,DC198264,JERMIAH,INV,11/18/2024,11/18/2024,490.37,0.00,490.37,39.72,0.00,0.00,11/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,39.27,,P,0.00,,1,MGT-60-5121,B2844 3HP 208-230V EE 56Y,ODP SQFL MOTOR,EA,439.75,439.75,DC240704,4,0,1,39.00,214,PRIORITY PICK,17124CHCL010797926
DC240704,DC198264,JERMIAH,INV,11/18/2024,11/18/2024,490.37,0.00,490.37,39.72,0.00,0.00,11/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,39.27,,P,0.00,,1,USS-60-5038,PS-3890,BUNA/CARBON SHAFT SEAL,EA,17.52,17.52,DC240704,5,0,1,0.10,214,PRIORITY PICK,
DC240704,DC198264,JERMIAH,INV,11/18/2024,11/18/2024,490.37,0.00,490.37,39.72,0.00,0.00,11/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,39.27,,P,0.00,,1,HAY-101-3208,SPX3200T TRISTAR,HOUSING ORING,EA,12.72,12.72,DC240704,6,0,1,0.08,214,PRIORITY PICK,
DC240704,DC198264,JERMIAH,INV,11/18/2024,11/18/2024,490.37,0.00,490.37,39.72,0.00,0.00,11/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,39.27,,P,0.00,,1,HAY-101-1404,SPX4000Z1 TRISTAR/ ECOSTAR/,NORTHSTAR DIFFUSER ORING,EA,14.30,14.30,DC240704,7,0,1,0.04,214,PRIORITY PICK,
DC240704,DC198264,JERMIAH,INV,11/18/2024,11/18/2024,490.37,0.00,490.37,39.72,0.00,0.00,11/18/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/18/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,39.27,,P,0.00,,1,SPG-601-1099,O-13-9 ECOSTAR TRISTAR,SVL56/ SUPREME LID ORING,EA,6.08,6.08,DC240704,8,0,1,0.05,214,PRIORITY PICK,
DC240618,DC198191,JEREMIAH,INV,11/15/2024,11/15/2024,138.76,0.00,138.76,11.24,0.00,0.00,11/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,13.95,,P,0.00,,1,SPG-051-0130,FC-9530 8/BX 36SQF,UNIVERSAL DE GRID SET,BOX,138.76,138.76,DC240618,1,0,1,13.95,214,PRIORITY PICK,
DC240618,DC198191,JEREMIAH,INV,11/15/2024,11/15/2024,138.76,0.00,138.76,11.24,0.00,0.00,11/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,13.95,,P,0.00,,0,CN,&quot;COMPLETE SET OF GRIDS&quot;,,,0.00,0.00,DC240618,2,0,0,0.00,214,PRIORITY PICK,
DC240587,DC198169,JEREMIAH,INV,11/15/2024,11/15/2024,112.38,121.48,112.38,9.10,0.00,0.00,11/15/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/15/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,4,,P,0.00,No Preferred Carrier,1,HAY-06-250,SP0410X502S 2&quot;S DE,SLIDE VALVE,EA,112.38,112.38,DC240587,1,0,1,4.00,214,PRIORITY PICK,
ND374632,ND306484,JEREMIAH,INV,11/14/2024,11/14/2024,28.90,31.30,28.90,2.40,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,1.3,,P,0.00,No Preferred Carrier,2,MAM-601-1010,60-1010 3/8-16x7/8&quot; SS,HEX HEAD CAP SCREW,EA,0.73,1.46,ND374632,2,0,2,0.10,512A,PRIORITY PICK,
ND374632,ND306484,JEREMIAH,INV,11/14/2024,11/14/2024,28.90,31.30,28.90,2.40,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,1.3,,P,0.00,No Preferred Carrier,1,TBS-56-716,920-120,2&quot;x12&quot; TBE SCH80 CPVC NIPPLE,EA,11.06,11.06,ND374632,3,0,1,0.70,512A,PRIORITY PICK,
ND374632,ND306484,JEREMIAH,INV,11/14/2024,11/14/2024,28.90,31.30,28.90,2.40,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,5,1.3,,P,0.00,No Preferred Carrier,2,SPG-56-0068,SP0303-20F 2&quot;x2&quot;S,FITTING EXTENDER,EA,8.19,16.38,ND374632,4,0,2,0.50,512A,PRIORITY PICK,
ND374616,ND306475,JEREMIAH,INV,11/14/2024,11/14/2024,-13.16,-14.25,-13.16,-1.09,0.00,0.00,12/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,14 - COD: CASH ONLY,0,-0.72,,O,-5.17,No Preferred Carrier,-1,PAC-101-1459,355468 BLACK CHALLENGER,SLIP INLET FRONT HOUSING,EA,140.97,-140.97,ND374616,1,0,-1,-2.62,512A,PRIORITY PICK,
ND374616,ND306475,JEREMIAH,INV,11/14/2024,11/14/2024,-13.16,-14.25,-13.16,-1.09,0.00,0.00,12/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,14 - COD: CASH ONLY,0,-0.72,,O,-5.17,No Preferred Carrier,1,PAC-101-3123,355300,CHALLENGER STRAINER POT,EA,127.81,127.81,ND374616,2,0,1,1.90,512A,PRIORITY PICK,
ND374610,ND306470,JEREMIAH,INV,11/14/2024,11/14/2024,180.02,0.00,180.02,14.94,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.02,,P,0.00,,1,SPG-601-5002,GO-KIT2-9 HAYWARD,SUPER II PUMP SEAL KIT,EA,32.93,32.93,ND374610,1,0,1,0.30,512A,PRIORITY PICK,
ND374610,ND306470,JEREMIAH,INV,11/14/2024,11/14/2024,180.02,0.00,180.02,14.94,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.02,,P,0.00,,1,USS-60-5021,PS200 5/8&quot;,GENERAL SERVICE SEAL ASSY,EA,6.12,6.12,ND374610,3,0,1,0.10,512A,PRIORITY PICK,
ND374610,ND306470,JEREMIAH,INV,11/14/2024,11/14/2024,180.02,0.00,180.02,14.94,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.02,,P,0.00,,1,PAC-101-1459,355468 BLACK CHALLENGER,SLIP INLET FRONT HOUSING,EA,140.97,140.97,ND374610,4,0,1,2.62,512A,PRIORITY PICK,
ND374610,ND306470,JEREMIAH,INV,11/14/2024,11/14/2024,180.02,0.00,180.02,14.94,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,3,3.02,,P,0.00,,0,C,BAY 2,,,0.00,0.00,ND374610,5,0,0,0.00,512A,PRIORITY PICK,
DC240516,DC198112,PHILLIP,INV,11/14/2024,11/14/2024,35.07,37.91,35.07,2.84,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.75,,P,0.00,No Preferred Carrier,1,SPG-101-1008,25305-000-020 CHALLENGER,STRAINER COVER,EA,35.07,35.07,DC240516,1,0,1,0.75,214,PRIORITY PICK,
ND374560,ND306428,SHAWN,INV,11/14/2024,11/14/2024,86.17,93.32,86.17,7.15,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,1.61,,P,0.00,No Preferred Carrier,1,SPG-601-1269,PK-KIT73-9 ORING KIT,PAC FAB CHALLENGER,EA,13.61,13.61,ND374560,1,0,1,0.25,512A,PRIORITY PICK,
ND374560,ND306428,SHAWN,INV,11/14/2024,11/14/2024,86.17,93.32,86.17,7.15,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,1.61,,P,0.00,No Preferred Carrier,1,PAC-101-3124,355301,CHALLENGER STRAINER COVER,EA,58.06,58.06,ND374560,2,0,1,0.76,512A,PRIORITY PICK,
ND374560,ND306428,SHAWN,INV,11/14/2024,11/14/2024,86.17,93.32,86.17,7.15,0.00,0.00,11/14/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/14/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,1.61,,P,0.00,No Preferred Carrier,2,ALA-60-1001,631,5OZ MAGIC LUBE,EA,7.25,14.50,ND374560,4,0,2,0.60,512A,PRIORITY PICK,
DC240262-1,DC197902,SHAWN,INV,11/11/2024,11/11/2024,85.30,0.00,85.30,6.91,0.00,0.00,11/11/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/11/2024,WILL CALL PICKUP,12 - CTR: CHECK OK,1,1.4,,P,0.00,No Preferred Carrier,1,INT-30-669,T104M 220V DPST MECHANICAL,TIME CLOCK MECHANISM,EA,85.30,85.30,DC240262,11,0,1,1.40,214,WILL CALL PICKUP,
DC240262,DC197883,SHAWN,INV,11/11/2024,11/11/2024,251.48,271.85,166.18,13.46,0.00,0.00,11/11/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/11/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.25,,P,0.00,No Preferred Carrier,1,PET-56-4130,102-002 DRAIN JET DRAIN,FLUSHER F/ 1.5&quot;-2.5&quot; PIPE,EA,38.03,38.03,DC240262,1,0,1,0.40,214,PRIORITY PICK,
DC240262,DC197883,SHAWN,INV,11/11/2024,11/11/2024,251.48,271.85,166.18,13.46,0.00,0.00,11/11/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/11/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.25,,P,0.00,No Preferred Carrier,1,INT-30-669,T104M 220V DPST MECHANICAL,TIME CLOCK MECHANISM,EA,85.30,0.00,DC240262,2,1,0,0.00,214,PRIORITY PICK,
DC240262,DC197883,SHAWN,INV,11/11/2024,11/11/2024,251.48,271.85,166.18,13.46,0.00,0.00,11/11/2024,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,11/11/2024,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,9,2.25,,P,0.00,No Preferred Carrier,1,SPG-101-2715,12715 25MFD 370V,ROUND RUN CAPACITOR,EA,20.95,20.95,DC240262,3,0,1,0.25,214,PRIORITY PICK,
