ReleaseNumber,InvoiceNumber,CustomerPO,Status,InvoiceDate,OrderDate,SalesOrderAmount,InvoiceAmount,MerchAmount,TaxAmount,Freight,Other,InvoiceDueDate,ShipToNumber,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCountry,OrderEntryDate,ShipVia,ARTermCode,TotalQty,TotalWeight,TrackingNumbers,InvStatus,InvBalDue,PreferredCarrier,UnitsSold,ProductNumber,ModelNum,Description,UOM,Cost,ExtCost,OrdNum,LineItemNum,BOQty,ShipQty,LineItemWeightExt,ShipWhseNum,LineShipVia,SerialNums
81294639,81336516,BLAKE,INV,10/4/24,10/4/24,229.98,0,229.98,17.94,0,0,10/4/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/4/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,140.8,,P,0,,1,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,20.44,81294639,5,0,1,42.6,81,PRIORITY PICK,
81294639,81336516,BLAKE,INV,10/4/24,10/4/24,229.98,0,229.98,17.94,0,0,10/4/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/4/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,140.8,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,81294639,6,0,0,0,81,PRIORITY PICK,
81294639,81336516,BLAKE,INV,10/4/24,10/4/24,229.98,0,229.98,17.94,0,0,10/4/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/4/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,140.8,,P,0,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155,155,81294639,7,0,1,54,81,PRIORITY PICK,
81294639,81336516,BLAKE,INV,10/4/24,10/4/24,229.98,0,229.98,17.94,0,0,10/4/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/4/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,140.8,,P,0,,0,CP,MSDS Sheet 01,Rev#001 Date:06/16/00 Bin:   ,,0,0,81294639,8,0,0,0,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,1,NAT-50-3008,20501PRO GAL 4/CS,PRO SERIES PHOSPHATE REMOVER,BTL,68.95,68.95,81295235,1,0,1,10.15,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,0,CP,MSDS Sheet 38,Rev#    Date:02/28/12 Bin:   ,,0,0,81295235,2,0,0,0,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,1,EZC-50-7007,47247520 8/CS 384/PLT E-Z CLOR,6# PH DOWN POUCH,BAG,9.25,9.25,81295235,3,0,1,6.1,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,0,CP,MSDS Sheet 38,Rev#    Date:02/28/12 Bin:   ,,0,0,81295235,4,0,0,0,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,2,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,56.08,81295235,5,0,2,82.4,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,0,CP,MSDS Sheet 8A,Rev#  1 Date:         Bin:   ,,0,0,81295235,6,0,0,0,81,PRIORITY PICK,
81295235,81337092,BLAKE,INV,10/10/24,10/10/24,134.28,0,134.28,10.47,0,0,10/10/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/10/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,4,98.65,,P,0,,0,C,EVEN X,,,0,0,81295235,7,0,0,0,81,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,SPG-601-1255,O-512KIT-9 2&quot; HAYWARD,SLIDE VALVE ORING KIT,EA,3.96,3.96,DC237909,1,0,1,0.05,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,EZC-50-7105,47247360 8/CS 384/PLT E-Z CLOR,5# PH UP POUCH,BAG,5.14,5.14,DC237909,2,0,1,5.1,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,0,CP,MSDS Sheet 38,Rev#    Date:02/28/12 Bin:   ,,0,0,DC237909,3,0,0,0,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,NAT-50-5232,15236NCM 4/CS 3L/101.5OZ,EXTRA STRENGTH PHOSFREE,BTL,62.64,62.64,DC237909,4,0,1,8,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,0,CP,MSDS Sheet 38,Rev#    Date:02/28/12 Bin:   ,,0,0,DC237909,5,0,0,0,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,GVT-60-501,SP-HP-24 24/CS SKIMPRO SP1070/,U-3 VENTED SKIMMER BASKET,EA,13.55,13.55,DC237909,6,0,1,0.55,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,HAY-051-7009,CCX1000V XSTREAM,AIR RELIEF VALVE W/ ORING,EA,13.77,13.77,DC237909,7,0,1,0.06,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,PSL-45-5105,PS695 12&quot; TALL DELUXE SERIES,FLOATING CHEMICAL FEEDER,EA,16.77,16.77,DC237909,8,0,1,0.85,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,ARN-201-5067,W530 LARGE LEAF,CANISTER W/ MESH BAG,EA,101.92,101.92,DC237909,9,0,1,3.15,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,PSL-201-7001,PS481 48&quot; WHITE UNIVERSAL,SUCTION CLEANER HOSE,EA,9.81,9.81,DC237909,10,0,1,0.75,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,DC237909,11,0,1,41.2,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,0,CP,MSDS Sheet 8A,Rev#  1 Date:         Bin:   ,,0,0,DC237909,12,0,0,0,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,3,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,61.32,DC237909,13,0,3,127.8,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,DC237909,14,0,0,0,214,PRIORITY PICK,
DC237909,DC195920,BLAKE,INV,10/8/24,10/8/24,316.92,0,316.92,25.67,0,0,10/8/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/8/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,12,187.51,,P,0,,0,C,EVEN,,,0,0,DC237909,15,0,0,0,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,1,EZC-50-7007,47247520 8/CS 384/PLT E-Z CLOR,6# PH DOWN POUCH,BAG,9.25,9.25,DC237502,1,0,1,6.1,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,0,CP,MSDS Sheet 38,Rev#    Date:02/28/12 Bin:   ,,0,0,DC237502,2,0,0,0,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,3,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,84.12,DC237502,3,0,3,123.6,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,0,CP,MSDS Sheet 8A,Rev#  1 Date:         Bin:   ,,0,0,DC237502,4,0,0,0,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,3,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,61.32,DC237502,5,0,3,127.8,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,DC237502,6,0,0,0,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,0,C,EVEN,,,0,0,DC237502,7,0,0,0,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155,155,DC237502,8,0,1,54,214,PRIORITY PICK,
DC237502,DC195584,BLAKLE,INV,10/2/24,10/2/24,309.69,0,309.69,25.08,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,8,311.5,,P,0,,0,CP,MSDS Sheet 01,Rev#001 Date:06/16/00 Bin:   ,,0,0,DC237502,9,0,0,0,214,PRIORITY PICK,
43716708,43599222,ELIAS,INV,10/2/24,10/2/24,11.02,11.91,11.02,0.89,0,0,10/2/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/2/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,1,0.2,,P,0,No Preferred Carrier,1,SPG-101-1915,11112 124-156MFD,125V START CAPACITOR,EA,11.02,11.02,43716708,3,0,1,0.2,43,PRIORITY PICK,
43717518,43600035,ELIAS,INV,10/7/24,10/7/24,20.95,22.64,20.95,1.69,0,0,10/7/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/7/24,PICK UP,12 - CTR: CHECK OK,1,0.25,,P,0,No Preferred Carrier,1,SPG-101-2715,12715 25MFD 370V,ROUND RUN CAPACITOR,EA,20.95,20.95,43717518,1,0,1,0.25,43,PICK UP,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,1,PSL-45-5005,PS690 12/CS BLUE/WHITE DELUXE,FLOATING CHEMICAL FEEDER,EA,9.1,9.1,DC237155,1,0,1,0.6,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,1,EZC-50-3550,47247040 24/PLT E-Z CLOR,50# 3&quot; 8OZ BIG TABS (UW),PL,155,155,DC237155,2,0,1,54,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,0,CP,MSDS Sheet 01,Rev#001 Date:06/16/00 Bin:   ,,0,0,DC237155,3,0,0,0,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,3,HAS-50-136,01041 4/CS,GAL REFILLABLE SANI-CHLOR,CS,20.44,61.32,DC237155,4,0,3,127.8,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,DC237155,5,0,0,0,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,3,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,84.12,DC237155,6,0,3,123.6,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,0,CP,MSDS Sheet 8A,Rev#  1 Date:         Bin:   ,,0,0,DC237155,7,0,0,0,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,1,HAS-50-132,SHELL,DEPOSIT SHELL/ CHEMICAL CASE,EA,6,6,DC237155,8,0,1,2.85,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,4,HAS-50-126,BT GAL,BOTTLE DEPOSIT,EA,1,4,DC237155,9,0,4,1.6,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,1,ALA-60-1001,631,5OZ MAGIC LUBE,EA,7.25,7.25,DC237155,10,0,1,0.3,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,1,APB-50-8022,406303A 12/CS,QT BLACK ALGAETRINE,BTL,32.65,32.65,DC237155,11,0,1,2.45,214,PRIORITY PICK,
DC237155,DC195286,JAMIE,INV,9/27/24,9/27/24,359.44,0,359.44,28.3,0,0,9/27/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,9/27/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,15,313.2,,P,0,,0,CP,MSDS Sheet 174,Rev#    Date:05/03/11 Bin:   ,,0,0,DC237155,12,0,0,0,214,PRIORITY PICK,
DC237648,DC195710,JAMIE,INV,10/4/24,10/4/24,183.04,0,183.04,14.83,0,0,10/4/24,D,KPS POOLS LLC,705 E OXFORD DR,,,TEMPE,AZ,85283-1962,,10/4/24,PRIORITY PICK,PP - 100% PREPAYMENT PICK-UP,2,95.2,,P,0,,1,HAS-50-135,15041 4/CS,GAL REFILLABLE MURIATIC ACID,CS,28.04,28.04,DC237648,1,0,1,41.2,214,PRIORITY PICK,
